item,frequency,support_percent,total_utility,utility_percent,category,rank_by_frequency,rank_by_utility,rank_difference
STRIPY DESIGN SHOWER CAP,15,0.083236224404861,70.57,0.0007819198169661348,Others,2970,3209,-239
EAU DE NILE JEWELLED T-LIGHT HOLDER,11,0.06103989789689806,70.27,0.0007785957990393977,Others,3117,3210,-93
CRACKED GLAZE NECKLACE RED,7,0.03884357138893513,70.16,0.0007773769924662607,Others,3346,3211,135
PAIR OF ENAMEL BUTTERFLY HAIRCLIP,16,0.08878530603185172,70.06,0.0007762689864906818,Others,2935,3212,-277
CLEAR STATIONERY BOX SET ,17,0.09433438765884246,69.89999999999999,0.0007744961769297552,Others,2905,3213,-308
TURQUOISE BERTIE GLASS BEAD CHARM,7,0.03884357138893513,69.85,0.0007739421739419656,Others,3346,3214,132
ELVIS WALLHANGING / CURTAIN,8,0.04439265301592586,69.84,0.0007738313733444078,Others,3277,3215,62
5 STRAND GLASS NECKLACE BLACK,6,0.0332944897619444,69.63,0.0007715045607956917,Others,3410,3216,194
SILVER BLACK ORBIT BRACELET,11,0.06103989789689806,68.73,0.0007615325070154804,Others,3117,3217,-100
PINK METAL SWINGING BUNNY,10,0.05549081626990733,68.69999999999999,0.0007612001052228065,Others,3163,3218,-55
WAKE UP COCKEREL TILE HOOK,17,0.09433438765884246,68.35,0.0007573220843082799,Others,2905,3219,-314
SILVER/NATURAL SHELL NECKLACE,4,0.02219632650796293,68.0,0.0007534440633937533,Others,3551,3220,331
CHRISTMAS MUSICAL ZINC HEART ,10,0.05549081626990733,67.89999999999999,0.0007523360574181741,Others,3163,3221,-58
SILVER LARIAT BLACK STONE EARRINGS,10,0.05549081626990733,67.87,0.0007520036556255005,Others,3163,3222,-59
"GREETING CARD, OVERCROWDED POOL.",50,0.27745408134953664,67.86,0.0007518928550279425,Others,2117,3223,-1106
"FOLK ART GREETING CARD,pack/12",9,0.049941734642916596,67.85000000000001,0.0007517820544303848,Others,3218,3224,-6
MIDNIGHT BLUE COPPER FLOWER NECKLAC,7,0.03884357138893513,67.83,0.0007515604532352688,Others,3346,3225,121
ROUND PURPLE CLOCK WITH SUCKER,23,0.12762887742078685,67.83,0.0007515604532352688,Others,2721,3225,-504
SET/6 POSIES PAPER PLATES,11,0.06103989789689806,67.73,0.0007504524472596899,Others,3117,3227,-110
CROCHET WHITE RABBIT KEYRING ,6,0.0332944897619444,67.73,0.0007504524472596899,Others,3410,3227,183
RESIN NECKLACE W PASTEL BEADS,7,0.03884357138893513,67.62,0.0007492336406865529,Others,3346,3229,117
FLOWERS TILE HOOK,12,0.0665889795238888,67.56,0.0007485688371012054,Others,3080,3230,-150
"BATHROOM SCALES, TROPICAL BEACH",12,0.0665889795238888,67.5,0.000747904033515858,Others,3080,3231,-151
WHITE FRANGIPANI NECKLACE,15,0.083236224404861,67.47,0.0007475716317231843,Others,2970,3232,-262
YELLOW FELT HANGING HEART W FLOWER,29,0.16092336718273126,67.39,0.0007466852269427211,Others,2553,3233,-680
SILVER DROP EARRINGS WITH FLOWER,14,0.07768714277787026,67.36,0.0007463528251500474,Others,3007,3234,-227
YELLOW BREAKFAST CUP AND SAUCER,18,0.09988346928583319,67.13000000000001,0.0007438044114062157,Others,2871,3235,-364
BLUE DISCO HANDBAG,11,0.06103989789689806,66.75999999999999,0.000739704789296573,Others,3117,3236,-119
MURANO STYLE GLASS BRACELET BLACK,11,0.06103989789689806,66.7,0.0007390399857112257,Others,3117,3237,-120
BEACH HUT MIRROR,8,0.04439265301592586,66.39,0.0007356051671869306,Others,3277,3238,39
PINK B'FLY C/COVER W BOBBLES,6,0.0332944897619444,66.27,0.0007342755600162357,Others,3410,3239,171
QUEEN OF THE SKIES HOLIDAY PURSE ,20,0.11098163253981466,66.26,0.0007341647594186779,Others,2804,3240,-436
"GREETING CARD, STICKY GORDON",51,0.2830031629765274,66.22,0.0007337215570284462,Others,2103,3241,-1138
TUSCAN VILLA DOVECOTE,3,0.0166472448809722,66.0,0.0007312839438821723,Others,3640,3242,398
"LETTER ""L"" BLING KEY RING",37,0.2053160201986571,65.03999999999999,0.0007206470865166134,Others,2365,3243,-878
PINK KNITTED EGG COSY,26,0.14427612230175907,64.99,0.0007200930835288238,Others,2633,3244,-611
PACK/12 BLUE FOLKART CARDS,18,0.09988346928583319,64.9,0.0007190958781508028,Others,2871,3245,-374
DIAMANTE HAIR GRIP PACK/2 CRYSTAL,26,0.14427612230175907,64.63,0.0007161042620167393,Others,2633,3246,-613
CRYSTAL HOOP EARRING FLORAL LEAF,15,0.083236224404861,64.58,0.0007155502590289498,Others,2970,3247,-277
BISCUIT TIN VINTAGE LEAF,3,0.0166472448809722,64.56,0.0007153286578338341,Others,3640,3248,392
DIAMANTE BOW BROOCH BLACK COLOUR,5,0.027745408134953665,64.38,0.0007133342470777916,Others,3475,3249,226
"FLOWER GLASS GARLD NECKL36""TURQUOIS",5,0.027745408134953665,64.08,0.0007100102291510545,Others,3475,3250,225
AMBER GLASS/SHELL/PEARL NECKLACE,7,0.03884357138893513,64.04,0.000709567026760823,Others,3346,3251,95
16 PC CUTLERY SET PANTRY DESIGN,1,0.005549081626990733,63.8,0.0007069078124194332,Others,3920,3252,668
BLUE SQUARE COMPACT MIRROR,8,0.04439265301592586,63.75,0.0007063538094316437,Others,3277,3253,24
SILVER LATTICE VANILLA CANDLE POT,7,0.03884357138893513,63.75,0.0007063538094316437,Others,3346,3253,93
PINK FLY SWAT,43,0.2386105099606015,63.72,0.00070602140763897,Others,2234,3255,-1021
BLACK GEMSTONE NECKLACE 45CM,5,0.027745408134953665,63.480000000000004,0.0007033621932975803,Others,3475,3256,219
SAMPLES,2,0.011098163253981465,63.05,0.0006985977676025903,Others,3762,3257,505
WRAP FOLK ART,6,0.0332944897619444,63.0,0.0006980437646148008,Others,3410,3258,152
BOTANICAL LILY GIFT WRAP,6,0.0332944897619444,63.0,0.0006980437646148008,Others,3410,3258,152
SMALL HANGING GLASS+ZINC LANTERN,8,0.04439265301592586,62.349999999999994,0.000690841725773537,Others,3277,3260,17
BLACK BIRD GARDEN DESIGN MUG,16,0.08878530603185172,62.239999999999995,0.0006896229192004,Others,2935,3261,-326
"ACRYLIC HANGING JEWEL,PINK",6,0.0332944897619444,61.99,0.0006868529042614524,Others,3410,3262,148
ZINC HEART LATTICE CHARGER SMALL,8,0.04439265301592586,61.95,0.0006864097018712208,Others,3277,3263,14
ANT SILVER LIME GREEN BOUDICCA RING,9,0.049941734642916596,61.95,0.0006864097018712208,Others,3218,3263,-45
CLEAR ACRYLIC FACETED BANGLE,7,0.03884357138893513,61.56,0.0006820884785664626,Others,3346,3265,81
FLOWERS HANDBAG blue and orange,3,0.0166472448809722,61.25,0.0006786536600421675,Others,3640,3266,374
"WALL ART ,PUDDINGS ",2,0.011098163253981465,61.2,0.000678099657054378,Others,3762,3267,495
AMETHYST DROP EARRINGS W LONG BEADS,17,0.09433438765884246,61.08,0.000676770049883683,Others,2905,3268,-363
RUBY DROP CHANDELIER EARRINGS,13,0.07213806115087953,60.92,0.0006749972403227566,Others,3043,3269,-226
SET OF 72 GREEN PAPER DOILIES,18,0.09988346928583319,60.9,0.0006747756391276407,Others,2871,3270,-399
HANGING RIDGE GLASS T-LIGHT HOLDER,2,0.011098163253981465,60.84,0.0006741108355422935,Others,3762,3271,491
WHITE VINTAGE CRYSTAL BRACELET,4,0.02219632650796293,60.75,0.0006731136301642721,Others,3551,3272,279
"LETTER ""K"" BLING KEY RING",38,0.21086510182564783,60.699999999999996,0.0006725596271764827,Others,2341,3273,-932
ORIENTAL RED CUSHION COVER ,4,0.02219632650796293,60.45,0.000669789612237535,Others,3551,3274,277
CLASSIC CROME BICYCLE BELL ,1,0.005549081626990733,60.0,0.0006648035853474293,Others,3920,3275,645
CREAM CLIMBING HYDRANGA ART FLOWER,4,0.02219632650796293,60.0,0.0006648035853474293,Others,3551,3275,276
GOLD DIAMANTE STAR BROOCH,9,0.049941734642916596,59.800000000000004,0.0006625875733962713,Others,3218,3277,-59
"BREAD BIN, DINER STYLE, MINT",1,0.005549081626990733,59.8,0.0006625875733962713,Others,3920,3278,642
"BREAD BIN, DINER STYLE, IVORY",1,0.005549081626990733,59.8,0.0006625875733962713,Others,3920,3278,642
SET 10 CARDS DRESSING UP 17077,10,0.05549081626990733,59.760000000000005,0.0006621443710060397,Others,3163,3280,-117
PACK 3 FIRE ENGINE/CAR PATCHES,15,0.083236224404861,59.65,0.0006609255644329027,Others,2970,3281,-311
BLUE KNITTED EGG COSY,22,0.12207979579379612,59.48,0.0006590419542744182,Others,2749,3282,-533
RUSTIC STRAWBERRY JAMPOT SMALL,3,0.0166472448809722,59.400000000000006,0.0006581555494939551,Others,3640,3283,357
I LOVE LONDON WALL ART,2,0.011098163253981465,59.400000000000006,0.0006581555494939551,Others,3762,3283,479
ORIGAMI OPIUM INCENSE/CANDLE SET ,9,0.049941734642916596,59.339999999999996,0.0006574907459086076,Others,3218,3285,-67
PINK DAISY BAG CHARM,18,0.09988346928583319,59.339999999999996,0.0006574907459086076,Others,2871,3285,-414
ENGLISH ROSE METAL WASTE BIN,11,0.06103989789689806,59.0,0.0006537235255916388,Others,3117,3287,-170
PINK FOXGLOVE ARTIIFCIAL FLOWER,4,0.02219632650796293,58.64999999999999,0.0006498455046771121,Others,3551,3288,263
NECKLACE+BRACELET PINK BUTTERFLY,9,0.049941734642916596,58.64999999999999,0.0006498455046771121,Others,3218,3288,-70
DROP DIAMANTE EARRINGS CRYSTAL,13,0.07213806115087953,58.53,0.0006485158975064174,Others,3043,3290,-247
SILVER/AMETHYST DROP EARRINGS LEAF,19,0.10543255091282391,58.43,0.0006474078915308383,Others,2837,3291,-454
TEATIME PEN CASE & PENS,14,0.07768714277787026,57.8,0.0006404274538846903,Others,3007,3292,-285
GREY ACRYLIC FACETED BANGLE,10,0.05549081626990733,57.55,0.0006376574389457426,Others,3163,3293,-130
TOP SECRET PEN SET,10,0.05549081626990733,57.5,0.0006371034359579532,Others,3163,3295,-132
WRAP BAD HAIR DAY,17,0.09433438765884246,57.5,0.0006371034359579532,Others,2905,3295,-390
RETRO PINK BALL ASHTRAY ,13,0.07213806115087953,57.5,0.0006371034359579532,Others,3043,3295,-252
PURPLE FRANGIPANI NECKLACE,15,0.083236224404861,57.36,0.0006355522275921425,Others,2970,3297,-327
SET 4 NURSERY DES ROUND BOXES,9,0.049941734642916596,57.25,0.0006343334210190055,Others,3218,3298,-80
"LETTER ""J"" BLING KEY RING",41,0.22751234670662004,57.21,0.000633890218628774,Others,2276,3299,-1023
COLUMBIAN  CUBE CANDLE ,10,0.05549081626990733,56.919999999999995,0.0006306770012995946,Others,3163,3300,-137
BLUE BLOSSOM HAIR CLIP,10,0.05549081626990733,56.760000000000005,0.0006289041917386682,Others,3163,3301,-138
5 STRAND GLASS NECKLACE AMETHYST,8,0.04439265301592586,56.59,0.0006270205815801838,Others,3277,3302,-25
PINK/PURPLE CIRCLE CURTAIN,6,0.0332944897619444,56.52,0.0006262449773972784,Others,3410,3303,107
DECROTIVEVINTAGE COFFEE GRINDER BOX,5,0.027745408134953665,56.23,0.0006230317600680992,Others,3475,3304,171
GLASS AND PAINTED BEADS BRACELET TO,10,0.05549081626990733,56.15,0.000622145355287636,Others,3163,3305,-142
12 PINK HEN+CHICKS IN BASKET,11,0.06103989789689806,56.099999999999994,0.0006215913522998463,Others,3117,3306,-189
CD WALL TIDY RED FLOWERS,7,0.03884357138893513,56.010000000000005,0.0006205941469218254,Others,3346,3307,39
CRACKED GLAZE NECKLACE IVORY,4,0.02219632650796293,55.72,0.0006173809295926461,Others,3551,3308,243
CLASSICAL ROSE TABLE LAMP,2,0.011098163253981465,55.7,0.0006171593283975304,Others,3762,3309,453
FILIGREE DIAMANTE EARRINGS,9,0.049941734642916596,55.02,0.0006096248877635927,Others,3218,3310,-92
BLACK SMALL GLASS CAKE STAND,12,0.0665889795238888,54.99,0.000609292485970919,Others,3080,3311,-231
SILVER M.O.P. ORBIT NECKLACE,6,0.0332944897619444,54.800000000000004,0.0006071872746173189,Others,3410,3312,98
MINI JIGSAW LEAP FROG,27,0.1498252039287498,54.65,0.0006055252656539502,Others,2603,3313,-710
RUBY GLASS CLUSTER EARRINGS,33,0.1831196936906942,54.62,0.0006051928638612765,Others,2450,3314,-864
GOLD WASHBAG,10,0.05549081626990733,54.57,0.000604638860873487,Others,3163,3315,-152
MURANO STYLE GLASS BRACELET GOLD,10,0.05549081626990733,54.42,0.0006029768519101184,Others,3163,3316,-153
CHRYSANTHEMUM POCKET BOOK ,20,0.11098163253981466,54.4,0.0006027552507150026,Others,2804,3317,-513
MURANO STYLE GLASS BRACELET RED,5,0.027745408134953665,54.29,0.0006015364441418656,Others,3475,3318,157
FAIRY CAKE NOTEBOOK A5 SIZE,12,0.0665889795238888,54.04,0.000598766429202918,Others,3080,3319,-239
BLUE TILED TRAY,4,0.02219632650796293,54.0,0.0005983232268126864,Others,3551,3320,231
BLACK CHERRY LIGHTS,1,0.005549081626990733,54.0,0.0005983232268126864,Others,3920,3320,600
MIDNIGHT BLUE DROP CRYSTAL NECKLACE,5,0.027745408134953665,53.760000000000005,0.0005956640124712968,Others,3475,3322,153
"PEARL & SHELL 42""NECKL. GREEN",3,0.0166472448809722,53.62,0.000594112804105486,Others,3640,3323,317
ZINC HEART LATTICE TRAY OVAL ,7,0.03884357138893513,53.550000000000004,0.0005933371999225808,Others,3346,3324,22
LITTLE GREEN MONSTER SOFT TOY,11,0.06103989789689806,53.55,0.0005933371999225806,Others,3117,3325,-208
GARDEN PATH POCKET BOOK,19,0.10543255091282391,53.55,0.0005933371999225806,Others,2837,3325,-488
TURQUOISE HEART OF GLASS BRACELET,5,0.027745408134953665,53.42,0.000591896792154328,Others,3475,3327,148
JET BLACK LAS VEGAS NECKLACE 45CM,6,0.0332944897619444,53.260000000000005,0.0005901239825934015,Others,3410,3328,82
"LETTER ""E"" BLING KEY RING",30,0.166472448809722,53.199999999999996,0.000589459179008054,Others,2528,3329,-801
SPACE CADET BLACK,18,0.09988346928583319,52.99,0.0005871323664593381,Others,2871,3330,-459
BLUE ROSE PATCH PURSE PINK BUTTERFL,8,0.04439265301592586,52.8,0.0005850271551057378,Others,3277,3331,-54
WHITE ROSEBUD & PEARL NECKLACE,5,0.027745408134953665,52.72,0.0005841407503252746,Others,3475,3332,143
METAL RABBIT LADDER EASTER ,15,0.083236224404861,52.699999999999996,0.0005839191491301588,Others,2970,3333,-363
DIAMANTE NECKLACE PURPLE,4,0.02219632650796293,52.5,0.0005817031371790007,Others,3551,3334,217
HELLO SAILOR BATHROOM SET,9,0.049941734642916596,52.5,0.0005817031371790007,Others,3218,3334,-116
WHITE/PINK MINI CRYSTALS NECKLACE,7,0.03884357138893513,52.42,0.0005808167323985375,Others,3346,3336,10
COLOURFUL FLOWER FRUIT BOWL,12,0.0665889795238888,52.2,0.0005783791192522636,Others,3080,3337,-257
RETO LEAVES MAGNETIC SHOPPING LIST,3,0.0166472448809722,52.199999999999996,0.0005783791192522635,Others,3640,3338,302
"GREETING CARD, TWO SISTERS.",39,0.2164141834526386,51.6,0.0005717310833987893,Others,2316,3339,-1023
FRENCH CHATEAU SMALL FRUITBOWL,8,0.04439265301592586,51.599999999999994,0.0005717310833987892,Others,3277,3340,-63
SET OF 3 CONEY ISLAND OVAL BOXES,7,0.03884357138893513,51.27,0.0005680746636793784,Others,3346,3341,5
CRYSTAL SEA HORSE PHONE CHARM,24,0.1331779590477776,51.26,0.0005679638630818204,Others,2693,3342,-649
RETRO BROWN BALL ASHTRAY ,5,0.027745408134953665,51.25,0.0005678530624842626,Others,3475,3343,132
VINTAGE PHOTO ALBUM PARIS DAYS,3,0.0166472448809722,50.8,0.0005628670355941568,Others,3640,3344,296
ORIGAMI SANDLEWOOD INCENSE+FLOWER,6,0.0332944897619444,50.76,0.0005624238332039253,Others,3410,3345,65
SET OF 4 GREEN CAROUSEL COASTERS,17,0.09433438765884246,50.75,0.0005623130326063674,Others,2905,3346,-441
BROWN KUKUI COCONUT SEED NECKLACE,7,0.03884357138893513,50.7,0.0005617590296185779,Others,3346,3347,-1
COLUMBIAN CUBE CANDLE,11,0.06103989789689806,50.699999999999996,0.0005617590296185778,Others,3117,3348,-231
BLUE FELT HANGING HEART WITH FLOWER,30,0.166472448809722,50.57,0.0005603186218503251,Others,2528,3349,-821
S/3 POT POURI CUSHIONS BLUE COLOURS,2,0.011098163253981465,50.400000000000006,0.0005584350116918408,Others,3762,3350,412
"LETTER ""D"" BLING KEY RING",32,0.17757061206370345,49.9,0.0005528949818139454,Others,2473,3351,-878
"LETTER ""M"" BLING KEY RING",28,0.1553742855557405,49.82,0.0005520085770334822,Others,2576,3352,-776
PURPLE AMETHYST NECKLACE W TASSEL,5,0.027745408134953665,49.81,0.0005518977764359243,Others,3475,3353,122
SET 10 CARD KRAFT REINDEER 17084,14,0.07768714277787026,49.800000000000004,0.0005517869758383665,Others,3007,3354,-347
VEGETABLE MAGNETIC  SHOPPING LIST,3,0.0166472448809722,49.8,0.0005517869758383663,Others,3640,3355,285
VINTAGE ENAMEL & CRYSTAL NECKLACE,4,0.02219632650796293,49.760000000000005,0.0005513437734481348,Others,3551,3356,195
CHERRY BLOSSOM PURSE,16,0.08878530603185172,49.69,0.0005505681692652294,Others,2935,3357,-422
MOP PENDANT SHELL NECKLACE,4,0.02219632650796293,49.64,0.0005500141662774399,Others,3551,3358,193
RIVIERA NECKLACE,5,0.027745408134953665,49.59,0.0005494601632896503,Others,3475,3359,116
BLACK ORANGE SQUEEZER,19,0.10543255091282391,49.56,0.0005491277614969766,Others,2837,3360,-523
CHRISTMAS TREE T-LIGHT HOLDER,7,0.03884357138893513,49.3,0.0005462469459604711,Others,3346,3361,-15
GLASS AND PAINTED BEADS BRACELET OL,8,0.04439265301592586,48.77,0.0005403745142899023,Others,3277,3362,-85
BUTTONS AND STRIPES NOTEBOOK ,7,0.03884357138893513,48.75,0.0005401529130947863,Others,3346,3363,-17
FLOWER BURST SILVER RING CRYSTAL,9,0.049941734642916596,48.71,0.0005397097107045548,Others,3218,3364,-146
CAKE SHOP  STICKER SHEET,8,0.04439265301592586,48.449999999999996,0.0005368288951680491,Others,3277,3365,-88
GREEN FERN POCKET BOOK,20,0.11098163253981466,48.449999999999996,0.0005368288951680491,Others,2804,3365,-561
SUNJAR LED NIGHT NIGHT LIGHT,2,0.011098163253981465,48.39,0.0005361640915827017,Others,3762,3367,395
GREEN PENDANT TRIPLE SHELL NECKLACE,9,0.049941734642916596,48.260000000000005,0.000534723683814449,Others,3218,3368,-150
AQUA BERTIE GLASS BEAD BAG CHARM,12,0.0665889795238888,48.06,0.0005325076718632909,Others,3080,3369,-289
A4 WALL TIDY BLUE OFFICE,10,0.05549081626990733,47.72,0.0005287404515463221,Others,3163,3370,-207
FLOWER GARLAND NECKLACE RED,4,0.02219632650796293,47.7,0.0005285188503512064,Others,3551,3371,180
"WALL ART , LOVES' SECRET ",2,0.011098163253981465,47.6,0.0005274108443756273,Others,3762,3372,390
WHITE ROSEBUD  PEARL EARRINGS,18,0.09988346928583319,47.43,0.000525527234217143,Others,2871,3373,-502
LOVE POTION MASALA INCENSE,8,0.04439265301592586,47.25,0.0005235328234611007,Others,3277,3374,-97
SET OF 6 ICE CREAM SKITTLES,3,0.0166472448809722,47.2,0.0005229788204733112,Others,3640,3376,264
YELLOW/BLUE RETRO RADIO,7,0.03884357138893513,47.2,0.0005229788204733112,Others,3346,3376,-30
RED PEONY TABLE CLOCK,10,0.05549081626990733,47.2,0.0005229788204733112,Others,3163,3376,-213
BLUE MONTE CARLO HANDBAG,1,0.005549081626990733,46.8,0.0005185467965709949,Others,3920,3378,542
PINK SMALL GLASS CAKE STAND,1,0.005549081626990733,46.8,0.0005185467965709949,Others,3920,3378,542
SILVER/CRYSTAL DROP EARRINGS W LEAF,10,0.05549081626990733,46.76,0.0005181035941807632,Others,3163,3380,-217
SET/6 GREEN SPRING PAPER CUPS,24,0.1331779590477776,46.71,0.0005175495911929738,Others,2693,3381,-688
PURPLE ENAMEL FLOWER HAIR TIE,14,0.07768714277787026,46.58,0.0005161091834247209,Others,3007,3382,-375
WHITE WIRE PLANT POT HOLDER,2,0.011098163253981465,46.24,0.0005123419631077522,Others,3762,3383,379
WHITE HYDRANGEA ART FLOWER,3,0.0166472448809722,46.2,0.0005118987607175207,Others,3640,3384,256
PAPER LANTERN 5 POINT STUDDED STAR,4,0.02219632650796293,46.0,0.0005096827487663625,Others,3551,3385,166
ROMANTIC IMAGES SCRAP BOOK SET,7,0.03884357138893513,45.9,0.0005085747427907834,Others,3346,3386,-40
BLACK DROP CRYSTAL NECKLACE,3,0.0166472448809722,45.35000000000001,0.0005024807099250988,Others,3640,3387,253
GREEN EASTER EGG HUNT START POST,10,0.05549081626990733,45.08,0.0004994890937910353,Others,3163,3388,-225
"ACRYLIC JEWEL SNOWFLAKE, PINK",4,0.02219632650796293,45.04,0.0004990458914008037,Others,3551,3389,162
BLACK VINTAGE  CRYSTAL EARRINGS,7,0.03884357138893513,45.0,0.000498602689010572,Others,3346,3390,-44
SET 6 CARDS SPARKLY REINDEER 17262,4,0.02219632650796293,44.910000000000004,0.0004976054836325509,Others,3551,3391,160
LARGE MINT DIAMANTE HAIRSLIDE,15,0.083236224404861,44.91,0.0004976054836325508,Others,2970,3392,-422
PARTY TIME DESIGN FLANNEL,22,0.12207979579379612,44.75,0.0004958326740716243,Others,2749,3393,-644
FROG SOCK PUPPET,8,0.04439265301592586,44.25000000000001,0.0004902926441937292,Others,3277,3394,-117
VIP HOLIDAY PURSE,11,0.06103989789689806,44.04,0.0004879658316450131,Others,3117,3395,-278
CHUNKY CRACKED GLAZE NECKLACE IVORY,4,0.02219632650796293,43.510000000000005,0.0004820933999744442,Others,3551,3396,155
"RETRO PILL BOX KEY CHAIN,THE KING",13,0.07213806115087953,43.46,0.0004815393969866547,Others,3043,3397,-354
LITTLE PINK MONSTER SOFT TOY,8,0.04439265301592586,43.349999999999994,0.00048032059041351767,Others,3277,3398,-121
BLUE CHENILLE SHAGGY CUSHION COVER ,12,0.0665889795238888,43.15,0.00047810457846235964,Others,3080,3399,-319
T-LIGHT HOLDER SILVER SAUCER,8,0.04439265301592586,42.92,0.00047555616471852785,Others,3277,3400,-123
KNITTED RABBIT DOLL ,2,0.011098163253981465,42.9,0.00047533456352341196,Others,3762,3401,361
WRAP SUMMER ROSE DESIGN,5,0.027745408134953665,42.84,0.00047466975993806456,Others,3475,3402,73
GOLD TEDDY BEAR,5,0.027745408134953665,42.7,0.00047311855157225393,Others,3475,3403,72
TRANSPARENT ACRYLIC TAPE DISPENSER,17,0.09433438765884246,42.58,0.000471788944401559,Others,2905,3404,-499
PINK BUTTERFLY WASHBAG,6,0.0332944897619444,42.29,0.0004685757270723798,Others,3410,3405,5
